,Week_ID,Year,Away_Team,Away_Score,Home_Team,Home_Score,Favored_Team,Vegas_Line,Away_PPG_ma,Away_FD_ma,Away_RYPG_ma,Away_PYPG_ma,Away_TO_ma,Away_PPGA_ma,Away_FDA_ma,Away_RYPGA_ma,Away_PYPGA_ma,Away_TOA_ma,Away_Win_Rate,Home_PPG_ma,Home_FD_ma,Home_RYPG_ma,Home_PYPG_ma,Home_TO_ma,Home_PPGA_ma,Home_FDA_ma,Home_RYPGA_ma,Home_PYPGA_ma,Home_TOA_ma,Home_Win_Rate,Away_Elo,Home_Elo,CF_Result,Point_Differential,Over_Under
285,285,2003,26,31,13,10,13,-4.0,12.75,15.25,93.5,147.25,2.5,27.25,20.5,177.25,182.5,0.75,0.5,17.0,13.5,102.5,180.75,1.5,12.75,16.75,114.25,192.5,2.75,0.75,1493.9978591846818,1654.978436621984,0.7732031941413879,21,1
286,286,2003,10,13,18,24,18,-9.0,10.25,12.5,75.0,124.25,3.25,25.25,18.0,136.25,176.25,1.25,0.25,30.0,22.0,145.75,252.75,1.75,27.25,18.25,75.5,231.5,2.5,0.625,1312.1150556449468,1415.8346596706656,0.5949570536613464,-11,0
287,287,2003,25,35,24,32,24,-7.5,9.25,11.75,89.75,154.25,3.0,27.75,18.0,130.0,221.5,2.0,0.25,28.5,20.5,155.5,255.25,2.5,13.5,15.25,64.75,236.25,2.5,0.75,1352.114245431743,1576.4544420031566,0.48769327998161316,3,1
288,288,2003,3,13,23,23,23,-7.5,15.75,17.5,99.75,174.75,0.75,27.5,18.75,116.5,179.25,0.75,0.125,22.25,19.0,92.5,215.75,1.25,17.5,19.0,102.0,210.75,2.0,0.75,1468.2126400681232,1605.595857695596,0.3225443661212921,-10,0
289,289,2003,28,17,14,10,28,4.5,26.25,20.25,104.25,245.0,2.0,23.5,18.75,108.75,194.25,2.75,0.75,14.75,21.5,126.0,236.5,3.25,23.25,16.25,112.5,153.5,2.0,0.125,1570.2642499225042,1204.3708792187404,0.6684346795082092,7,1
290,290,2003,17,42,11,14,17,7.5,23.0,17.0,96.75,209.25,1.5,20.0,18.75,138.0,199.25,2.0,0.625,11.0,14.5,74.25,186.0,1.5,22.5,17.0,145.75,181.0,0.75,0.375,1560.6001899335317,1302.7888140362084,0.7478669881820679,28,1
291,291,2003,15,16,26,23,26,-6.0,23.75,17.25,78.75,240.0,0.25,17.75,18.25,139.5,170.75,1.5,0.5,18.75,16.75,95.0,179.0,2.0,23.75,21.25,142.75,192.75,2.0,0.625,1449.4154479879783,1512.9143690318012,0.07479631900787354,-7,0
292,292,2003,18,23,22,13,18,4.0,28.0,22.75,159.75,229.0,2.0,22.75,16.25,76.0,208.25,2.75,0.625,24.75,15.5,75.5,211.5,2.25,32.25,22.25,161.5,275.75,2.25,0.125,1446.4459309614829,1313.4779597928525,0.9965564012527466,10,1
293,293,2003,9,12,19,27,19,-4.5,15.0,14.0,91.0,185.25,2.25,16.75,17.75,137.75,168.25,2.25,0.375,18.25,17.25,111.0,175.25,1.0,16.5,15.5,66.0,186.25,0.75,0.75,1599.7255608237353,1546.8830655171612,0.3287017345428467,-15,0
294,294,2003,6,31,7,10,6,6.5,12.0,19.25,96.25,222.25,1.25,7.25,15.0,117.75,144.25,2.25,0.625,27.5,19.25,124.75,241.5,2.0,21.25,17.0,137.5,203.5,2.75,0.5,1688.3826932581787,1598.0313482450726,0.35192781686782837,21,1
295,295,2003,2,13,27,20,2,7.5,20.75,18.0,123.75,171.5,2.5,19.5,18.5,95.5,192.5,2.75,0.625,11.25,17.75,95.0,182.75,3.25,33.5,19.25,140.25,207.75,0.5,0.125,1671.438729183157,1306.5539877015594,0.5009484887123108,-7,0
296,296,2003,24,24,29,21,29,-1.5,27.25,20.5,129.5,264.25,3.25,20.5,17.75,65.5,276.0,2.0,0.625,23.75,21.25,170.75,217.0,2.25,17.0,11.5,65.25,133.0,2.25,0.625,1569.7974996338485,1472.4925789396173,0.658150851726532,3,1
297,297,2003,30,23,21,24,21,-3.0,20.25,18.0,45.0,246.75,3.75,24.25,20.0,147.5,214.25,1.75,0.375,31.5,23.25,136.0,258.0,1.0,12.0,19.75,73.5,259.0,4.0,0.75,1415.1898804642544,1506.9754349785603,0.37288257479667664,-1,1
298,298,2003,5,24,16,10,16,-1.5,23.0,17.0,172.75,157.5,2.5,23.75,18.5,96.5,183.75,1.75,0.5,19.25,19.0,105.25,227.75,1.25,29.75,24.0,136.0,298.75,1.5,0.125,1457.0815881535827,1434.6623508391906,0.853580117225647,14,1
299,299,2003,12,13,31,12,31,-7.0,14.25,15.75,102.5,154.75,2.5,17.75,16.0,165.25,152.25,2.25,0.5,27.5,20.75,152.25,214.75,1.75,19.75,14.75,71.5,141.5,3.25,0.5,1491.470677585675,1592.8755643963816,0.9034548401832581,1,1
300,300,2003,4,7,20,17,20,-3.0,24.0,20.75,73.0,227.5,2.75,9.0,17.25,100.75,165.75,2.25,0.625,20.5,17.5,149.5,169.25,1.5,19.5,18.5,98.25,271.75,1.5,0.5,1553.9924153285679,1604.8911197971127,0.7102376222610474,-10,0
301,301,2003,8,10,1,31,1,-5.5,23.75,17.75,146.0,152.25,1.0,15.25,19.75,82.5,230.0,2.0,0.75,30.0,22.0,180.25,182.0,1.5,14.5,18.0,98.0,183.5,2.25,0.5,1654.7324628843146,1642.387177227456,0.09776651859283447,-21,0
302,302,2003,19,30,28,13,28,-3.5,18.0,19.25,93.5,214.5,1.25,17.0,15.0,53.0,192.75,1.0,0.875,26.25,21.0,115.25,246.25,2.0,24.25,17.0,104.5,174.75,2.25,0.75,1571.0036180487255,1602.0539676784379,0.3275013566017151,17,1
303,303,2003,27,13,30,37,30,-11.5,12.75,19.5,88.25,232.0,3.0,32.5,18.5,130.25,206.0,0.5,0.25,23.5,18.5,61.25,239.75,3.25,22.75,18.5,146.5,196.25,1.75,0.375,1311.991193864452,1406.8179766755118,0.32490620017051697,-24,0
304,304,2003,13,23,4,13,4,-3.0,11.0,15.5,100.0,170.25,2.75,15.25,17.0,108.25,202.75,2.0,0.625,25.75,18.5,72.5,211.25,2.0,10.75,19.5,112.5,176.5,2.5,0.625,1636.0619267748646,1527.1466036111608,0.6038390398025513,10,1
305,305,2003,14,21,12,14,12,-4.5,12.25,18.0,80.25,222.0,2.5,24.25,19.0,138.75,168.75,1.75,0.125,14.0,16.0,99.5,156.5,2.75,17.5,15.75,147.5,167.5,2.25,0.5,1172.5811614628064,1496.674497315463,0.8060648441314697,7,1
306,306,2003,31,7,18,35,-1,0.0,26.25,19.25,144.5,199.25,1.5,19.5,16.25,57.25,172.5,3.25,0.5,28.75,21.0,159.25,241.0,1.5,21.75,18.5,78.0,222.0,3.0,0.75,1587.6717446665937,1477.3130526714563,0.11821899563074112,-28,0
307,307,2003,26,17,29,20,29,-3.5,20.25,18.0,107.5,186.0,1.75,20.25,20.5,132.0,187.5,2.25,0.625,22.5,20.75,140.0,252.5,2.5,20.5,15.25,80.75,175.75,1.5,0.5,1536.7787093785773,1455.5929807658526,0.6351120471954346,-3,1
308,308,2003,3,20,11,24,3,2.5,16.5,18.0,119.0,168.5,0.75,26.25,18.0,91.0,202.5,1.0,0.125,12.0,17.0,84.25,213.5,1.75,26.5,17.0,126.0,198.0,1.25,0.25,1437.1563942959988,1253.6478886954626,0.4698146879673004,-4,0
309,309,2003,17,17,5,10,17,3.0,27.5,19.0,125.5,193.0,1.75,18.0,18.75,127.75,192.75,2.75,0.75,25.75,17.0,174.25,149.5,2.5,22.75,20.0,113.75,199.75,2.25,0.5,1609.7411152742775,1485.6163277182068,0.5537394881248474,7,1
310,310,2003,16,31,8,34,8,-7.0,16.25,20.25,101.25,233.25,1.75,29.75,23.25,160.75,242.25,1.5,0.125,19.25,15.5,121.75,144.75,0.75,19.0,19.5,109.75,217.5,1.5,0.625,1406.1276112745666,1624.7516666975064,0.8106046319007874,-3,1
311,311,2003,7,3,0,23,0,-6.0,21.0,15.75,82.75,184.25,2.75,25.25,18.5,148.75,219.25,2.25,0.375,17.5,14.75,116.5,140.0,2.25,13.0,15.75,78.75,210.75,2.25,0.75,1560.7885519829163,1482.01262746371,0.5250187516212463,-20,0
312,312,2003,25,17,15,6,15,-3.0,16.25,14.25,90.5,194.0,2.5,26.5,18.0,104.0,230.5,2.75,0.375,20.25,16.5,68.0,234.75,0.5,19.25,19.5,152.0,177.75,1.25,0.375,1358.7711878010512,1425.5511076412022,0.8516568541526794,11,1
313,313,2003,22,16,1,20,1,-12.0,24.25,18.0,73.0,237.5,2.25,29.0,19.0,144.0,263.5,2.0,0.125,33.75,21.75,207.5,169.5,1.0,10.0,15.75,73.75,176.0,2.0,0.625,1282.6108380828791,1672.3679734142643,0.04461708292365074,-4,1
314,314,2003,23,55,9,21,23,1.5,21.25,18.25,98.25,182.5,1.0,9.75,16.75,114.25,147.75,1.5,0.75,14.75,14.0,88.5,182.25,2.25,18.5,18.5,104.0,192.5,1.5,0.375,1636.6521034677203,1575.605008292171,0.9173858165740967,34,1
315,315,2003,2,38,10,23,2,4.0,21.5,19.0,110.5,206.75,2.5,24.5,19.5,105.0,225.25,1.5,0.625,8.5,10.0,68.75,116.0,3.5,28.0,19.5,153.25,175.75,1.25,0.25,1666.0015230202644,1281.5037843541295,0.4946012794971466,15,1
316,316,2003,1,23,17,24,17,-3.5,29.5,20.75,162.5,185.0,1.25,12.25,15.25,88.75,180.5,1.5,0.75,31.75,20.0,146.75,194.0,1.5,14.5,17.75,108.25,205.25,3.5,0.75,1697.0899877043257,1636.1725472258768,0.49719345569610596,-1,1
317,317,2003,9,13,0,19,0,-7.0,18.5,15.75,96.0,204.5,2.5,29.75,20.25,107.75,225.0,0.75,0.25,17.25,15.75,142.75,140.75,2.0,10.25,16.5,101.0,208.75,1.5,0.875,1534.9948901412101,1506.5493448522868,0.22449666261672974,-6,1
318,318,2003,21,13,2,35,2,-1.0,30.0,21.75,135.0,240.0,1.0,15.25,20.25,89.75,252.0,3.5,0.75,26.75,19.25,128.75,203.0,2.5,19.75,19.75,118.0,218.25,2.0,0.625,1515.347338767303,1708.5515272342545,0.35318830609321594,-22,0
319,319,2003,8,21,10,24,8,3.5,21.75,14.75,81.75,208.25,1.0,26.75,22.25,154.25,236.5,1.5,0.625,10.75,13.75,100.25,128.25,3.0,31.5,20.75,178.0,182.75,1.0,0.125,1644.3919550628718,1238.9537801401393,0.06346936523914337,-3,0
320,320,2003,19,30,26,38,26,-1.0,22.25,17.75,68.5,219.75,1.25,19.5,17.25,63.25,220.5,1.25,0.875,17.75,18.75,105.0,202.25,2.25,19.25,19.25,97.75,195.25,2.25,0.5,1597.7079626912177,1525.6881689883164,0.05489862337708473,-8,0
321,321,2003,14,16,4,22,4,-7.0,15.25,17.5,79.25,217.5,1.75,21.0,17.75,131.25,180.0,1.25,0.25,22.25,16.5,53.0,226.75,1.5,14.25,19.5,135.5,158.0,1.75,0.5,1179.119217326616,1497.3621124648614,0.14603233337402344,-6,1
322,322,2003,27,7,25,24,25,-7.5,14.25,16.75,76.25,232.5,3.25,32.5,21.0,98.75,225.25,0.75,0.25,19.75,16.5,124.0,214.0,2.0,21.25,17.5,92.0,224.0,2.75,0.375,1272.9132658971473,1379.5322149540489,0.049023326486349106,-17,0
323,323,2003,20,23,24,10,24,-1.5,20.5,20.0,173.75,163.5,1.75,16.25,15.25,76.25,231.25,1.5,0.5,22.25,20.75,136.0,240.25,2.5,19.0,19.0,84.0,271.75,1.75,0.75,1631.7369315145197,1586.697097807613,0.6231586933135986,13,1
324,324,2003,18,39,7,26,18,4.5,28.0,19.75,146.25,230.0,1.0,14.5,18.0,91.0,205.5,3.0,0.875,17.75,14.5,92.5,158.5,2.25,25.0,19.0,149.75,229.0,1.5,0.25,1501.867707019981,1536.2518345943395,0.5252511501312256,13,1
325,325,2003,16,21,3,27,3,-3.0,17.0,19.75,134.75,203.75,1.75,30.5,20.5,150.0,217.25,1.25,0.0,18.25,16.75,100.25,206.25,1.75,27.25,18.75,87.0,223.25,1.75,0.125,1386.487322909201,1428.0957347226206,0.6516522765159607,-6,0
326,326,2003,29,25,13,27,13,-4.5,22.5,20.0,132.0,235.75,1.25,21.25,19.0,97.75,209.0,1.5,0.625,10.0,16.0,115.5,148.75,2.25,17.75,18.5,96.5,255.0,1.5,0.625,1466.6835211561136,1665.846417921164,0.12908273935317993,-2,1
327,327,2003,22,17,31,24,31,-7.5,19.25,17.0,85.75,199.5,1.5,24.5,18.0,125.25,252.75,1.75,0.125,23.0,19.0,132.5,222.0,1.75,20.5,17.0,74.0,178.5,2.75,0.375,1257.8888237928177,1563.117090318069,0.1234293207526207,-7,1
328,328,2003,12,33,28,13,28,-7.0,11.5,16.25,69.5,191.75,2.0,18.75,16.0,141.25,164.75,1.5,0.5,21.0,21.0,88.75,279.0,2.0,24.0,14.0,86.0,137.25,1.25,0.625,1490.1364414516534,1575.3496230359456,0.06737389415502548,20,1
329,329,2003,23,38,6,35,6,-4.5,30.0,18.75,91.75,225.5,0.75,11.75,16.75,114.5,171.75,2.25,0.75,18.0,19.25,110.75,217.5,0.75,5.5,13.5,101.5,112.75,3.25,0.625,1677.2622216186812,1725.6254895203351,0.9871695041656494,3,1
330,330,2003,0,23,23,20,23,-4.0,19.5,17.75,167.75,124.75,1.5,12.0,17.5,108.5,226.25,1.0,0.875,37.25,20.25,93.5,269.75,0.75,19.0,18.5,124.75,205.75,2.0,0.875,1524.6528995043482,1689.4763082704778,0.6990306377410889,3,1
331,331,2003,20,24,3,10,20,3.5,20.25,18.75,143.25,175.5,2.0,12.0,16.5,66.5,245.5,2.0,0.625,19.25,17.75,112.25,220.5,1.75,26.5,19.75,73.75,262.5,1.75,0.25,1660.9319132902253,1449.4699063843314,0.47051507234573364,14,1
332,332,2003,17,40,2,34,2,-2.5,31.0,18.5,147.25,161.5,1.5,16.75,20.0,136.25,236.25,3.25,0.75,29.25,20.5,153.0,186.75,1.25,15.5,20.25,111.5,226.25,2.0,0.625,1642.0641321222522,1751.9330731058828,0.7304424047470093,6,1
333,333,2003,24,6,26,17,26,-2.5,22.25,21.25,102.0,246.5,2.5,23.0,20.5,101.25,273.5,1.75,0.75,27.25,20.0,119.0,217.0,1.25,19.0,19.25,88.5,226.75,2.0,0.5,1557.5021160319075,1543.7615860499343,0.0765310674905777,-11,0
334,334,2003,8,7,12,13,12,-3.5,22.0,16.0,103.0,192.25,1.25,26.5,21.75,185.25,208.0,1.75,0.5,18.25,17.25,76.0,196.25,2.0,19.75,14.25,139.5,151.0,1.75,0.5,1641.3887838160103,1514.1925510993894,0.03837849944829941,-6,0
335,335,2003,11,17,19,38,19,-8.5,17.25,18.25,104.75,221.75,2.5,28.25,17.0,110.75,229.5,2.5,0.375,23.5,18.5,67.0,240.5,1.0,24.0,19.25,95.0,207.25,1.0,0.75,1262.7085482688408,1579.6345456295999,0.21074718236923218,-21,0
336,336,2003,13,21,25,23,25,-1.0,15.0,18.25,131.0,147.75,2.5,21.5,17.75,55.5,257.5,1.0,0.625,22.25,19.0,138.75,244.0,1.25,18.0,15.25,62.25,203.5,2.0,0.375,1681.1362470462507,1415.3038029469362,0.7216156125068665,-2,0
337,337,2003,10,13,9,20,9,-6.5,16.75,14.75,129.0,131.0,2.75,33.0,21.5,167.5,200.5,1.5,0.25,19.25,15.0,110.75,186.0,1.75,27.75,21.25,116.25,226.25,1.0,0.125,1241.9569513870008,1516.8913354891488,0.4752620458602905,-7,0
338,338,2003,6,35,29,13,6,3.5,23.0,21.75,105.25,269.25,1.0,15.0,16.0,98.75,174.75,2.75,0.625,24.75,20.75,104.25,258.5,1.25,24.75,20.75,115.25,218.75,2.0,0.625,1713.4114028685385,1451.3936920310268,0.774171769618988,22,1
339,339,2003,5,26,27,18,5,6.5,20.5,17.25,196.25,103.5,2.5,18.5,17.5,102.25,189.75,1.75,0.375,10.0,13.75,60.5,177.5,3.0,28.0,21.5,106.5,243.5,1.0,0.125,1459.1848957666075,1237.14167790426,0.9496356844902039,8,1
340,340,2003,28,14,1,17,1,-6.5,15.75,18.5,81.75,253.5,2.5,28.5,15.25,95.0,151.5,1.25,0.625,27.75,21.5,160.5,230.75,0.75,15.75,14.75,109.25,152.0,1.0,0.75,1551.2935133882095,1691.1984028079503,0.07479021698236465,-3,1
341,341,2003,4,3,15,30,4,1.0,20.0,15.0,46.25,217.25,1.0,18.25,20.0,126.0,177.5,1.25,0.625,11.25,14.75,52.25,237.5,1.0,19.25,19.25,174.0,165.25,1.25,0.375,1526.669844911202,1404.7900804882045,0.5059933662414551,-27,0
342,342,2003,31,19,21,20,21,-3.5,16.75,18.25,127.5,210.5,1.5,23.0,18.75,81.25,215.75,2.0,0.375,25.5,19.0,126.25,186.75,0.75,17.0,21.0,107.5,214.75,3.25,0.75,1594.2642610422563,1471.9657928956747,0.2324453890323639,-1,1
343,343,2003,7,0,30,36,30,-10.0,17.5,15.5,94.0,187.5,2.75,31.5,19.0,154.0,223.75,1.25,0.25,25.0,23.0,85.75,249.75,3.0,21.0,15.5,107.25,193.5,2.0,0.5,1512.0868453081653,1445.8959046428165,0.5344040393829346,-36,0
344,344,2003,1,20,18,28,18,-4.0,22.75,19.25,130.5,225.75,1.5,16.0,14.25,100.25,139.0,1.0,0.75,30.25,18.5,149.25,242.5,0.75,14.75,17.75,101.5,229.0,2.5,1.0,1709.2145923294968,1526.0326963061552,0.36467596888542175,-8,0
345,345,2003,16,26,12,20,12,-3.5,18.75,21.75,136.0,231.0,1.75,30.5,21.0,148.0,230.75,1.0,0.0,18.25,20.0,103.75,195.75,1.5,13.25,13.75,76.25,179.5,1.0,0.625,1365.1131512474904,1527.6052348433952,0.8940238356590271,6,1
346,346,2003,19,37,0,17,-1,0.0,31.25,20.5,82.25,300.0,0.75,20.0,20.25,86.0,258.0,1.75,0.75,19.25,17.75,184.5,132.75,1.5,11.25,18.25,108.75,235.5,1.5,0.875,1626.1648335355908,1533.018684937861,0.6867351531982422,20,1
347,347,2003,2,24,30,34,30,-4.0,30.0,22.25,148.75,218.0,1.25,24.0,22.25,118.0,267.0,1.25,0.5,30.75,25.0,105.5,265.25,2.75,15.25,14.0,88.25,180.75,2.25,0.625,1737.720473291705,1476.117117902135,0.36319345235824585,-10,0
348,348,2003,5,26,14,34,5,1.0,23.25,16.25,227.5,85.75,2.0,14.5,16.25,102.75,184.5,2.25,0.5,16.75,18.25,83.25,209.75,1.25,19.0,17.25,105.25,197.0,0.5,0.25,1490.404684626867,1149.8114848802754,0.44147300720214844,-8,0
349,349,2003,13,14,24,10,24,-3.0,20.25,18.5,130.0,145.5,2.25,23.0,16.75,62.75,241.25,1.0,0.5,18.0,24.0,83.75,276.25,3.0,24.0,19.0,123.5,217.5,0.75,0.625,1676.688738882189,1533.4852770585665,0.6806468963623047,4,1
